"","id","Cm","dN","dC","Whale_1","Whale","Sex","Status","Talla_fetus_(cm)","Sexe_fetus","Length","Talla_(peus)","Data_capt","Lat","Long","Edat","Year","days","rev_days","sample_date","year.x","year_rev","Year_from_sample_date","Year_month","Month_from_sample_date","Species","region","year.y","d13c.uncor","Laws.cor","Suess.cor","net.cor","d13c.cor","measured","measured_date_formatted","month_f","year_f","whale_id","julian_day","sample_ID","mean_NAO_linear_start_m","mean_NAO_linear_end_m","mean_AMO_linear_start_m","mean_AMO_linear_end_m","mean_AMOC_linear_start_m","mean_AMOC_linear_end_m","overall_start","overall_end","mean_NAO_start_m_int","mean_NAO_start_m_date","mean_NAO_end_m_int","mean_NAO_end_m_date","mean_AMO_start_m_int","mean_AMO_start_m_date","mean_AMO_end_m_int","mean_AMO_end_m_date","mean_AMOC_start_m_int","mean_AMOC_start_m_date","mean_AMOC_end_m_int","mean_AMOC_end_m_date","overall_start_int","overall_start_date","overall_end_int","overall_end_date","mean_NAO_dC","mean_AMO_dC","mean_AMOC_dC","mean_NAO","mean_AMO","mean_AMOC"
"1",1,-4,8.85498469730629,-19.7158971929494,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,0,-981.609375,2010-11-14,2010,2013-07-23,"2013","2013/07","07","fin","Subpolar North Atlantic",2013,-19.7158971929494,-0.006,-0.292,-0.297,-20.013,2013-07-23,"23/07/2013","07","2013","F13065",203,1,2011-07-23,2013-01-23,2012-09-23,2012-10-23,2010-10-23,2011-08-23,2010-07-23,2013-07-23,2011-07-23,2011-07-23,2013-01-23,2013-01-23,2012-09-23,2012-09-23,2012-10-23,2012-10-23,2010-10-23,2010-10-23,2011-08-23,2011-08-23,2010-07-23,2010-07-23,2013-07-23,2013-07-23,-0.175555555555556,0.308,15.263264267246,-0.300277777777778,0.147722222222222,15.9117103620304
"2",2,-3,9.22987342189465,-19.2913243954443,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,22.828125,-958.78125,2010-12-07,2010,2013-06-30,"2013","2013/06","06","fin","Subpolar North Atlantic",2013,-19.2913243954443,-0.006,-0.292,-0.297,-19.589,2013-06-30,"30/06/2013","06","2013","F13065",180,2,2011-06-30,2012-12-30,2012-08-30,2012-09-30,2010-09-30,2011-07-30,2010-06-30,2013-06-30,2011-06-30,2011-06-30,2012-12-30,2012-12-30,2012-08-30,2012-08-30,2012-09-30,2012-09-30,2010-09-30,2010-09-30,2011-07-30,2011-07-30,2010-06-30,2010-06-30,2013-06-30,2013-06-30,-0.251666666666667,0.427,15.535804353241,-0.330555555555556,0.154944444444444,15.9930481336973
"3",3,-2,9.45726494336628,-19.0558977731311,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,45.65625,-935.953125,2010-12-30,2010,2013-06-07,"2013","2013/06","06","fin","Subpolar North Atlantic",2013,-19.0558977731311,-0.006,-0.292,-0.297,-19.353,2013-06-07,"07/06/2013","06","2013","F13065",157,3,2011-06-07,2012-12-07,2012-08-07,2012-09-07,2010-09-07,2011-07-07,2010-06-07,2013-06-07,2011-06-07,2011-06-07,2012-12-07,2012-12-07,2012-08-07,2012-08-07,2012-09-07,2012-09-07,2010-09-07,2010-09-07,2011-07-07,2011-07-07,2010-06-07,2010-06-07,2013-06-07,2013-06-07,-0.251666666666667,0.427,15.535804353241,-0.330555555555556,0.154944444444444,15.9930481336973
"4",4,-1,9.98784516013341,-19.0428185163359,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,68.484375,-913.125,2011-01-21,2011,2013-05-15,"2013","2013/05","05","fin","Subpolar North Atlantic",2013,-19.0428185163359,-0.006,-0.292,-0.297,-19.34,2013-05-15,"15/05/2013","05","2013","F13065",134,4,2011-05-15,2012-11-15,2012-07-15,2012-08-15,2010-08-15,2011-06-15,2010-05-15,2013-05-15,2011-05-15,2011-05-15,2012-11-15,2012-11-15,2012-07-15,2012-07-15,2012-08-15,2012-08-15,2010-08-15,2010-08-15,2011-06-15,2011-06-15,2010-05-15,2010-05-15,2013-05-15,2013-05-15,-0.31,0.41,15.9587441407864,-0.368055555555556,0.166111111111111,15.9736509312282
"5",5,0,9.88925019067536,-19.263205792919,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,91.3125,-890.296875,2011-02-13,2011,2013-04-22,"2013","2013/04","04","fin","Subpolar North Atlantic",2013,-19.263205792919,-0.006,-0.292,-0.297,-19.561,2013-04-22,"22/04/2013","04","2013","F13065",111,5,2011-04-22,2012-10-22,2012-06-22,2012-07-22,2010-07-22,2011-05-22,2010-04-22,2013-04-22,2011-04-22,2011-04-22,2012-10-22,2012-10-22,2012-06-22,2012-06-22,2012-07-22,2012-07-22,2010-07-22,2010-07-22,2011-05-22,2011-05-22,2010-04-22,2010-04-22,2013-04-22,2013-04-22,-0.269444444444444,0.354,16.4683141097028,-0.421111111111111,0.176083333333333,15.9636257746578
"6",6,1,9.84489443478828,-19.2012387006356,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,114.140625,-867.46875,2011-03-08,2011,2013-03-30,"2013","2013/03","03","fin","Subpolar North Atlantic",2013,-19.2012387006356,-0.006,-0.292,-0.297,-19.499,2013-03-30,"30/03/2013","03","2013","F13065",88,6,2011-03-30,2012-09-30,2012-05-30,2012-06-30,2010-06-30,2011-04-30,2010-03-30,2013-03-30,2011-03-30,2011-03-30,2012-09-30,2012-09-30,2012-05-30,2012-05-30,2012-06-30,2012-06-30,2010-06-30,2010-06-30,2011-04-30,2011-04-30,2010-03-30,2010-03-30,2013-03-30,2013-03-30,-0.0316666666666667,0.279,16.8679360703143,-0.463611111111111,0.184138888888889,15.9321714137338
"7",7,2,10.0707055556679,-19.1707630814798,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,136.96875,-844.640625,2011-03-31,2011,2013-03-08,"2013","2013/03","03","fin","Subpolar North Atlantic",2013,-19.1707630814798,-0.006,-0.292,-0.297,-19.468,2013-03-08,"08/03/2013","03","2013","F13065",66,7,2011-03-08,2012-09-08,2012-05-08,2012-06-08,2010-06-08,2011-04-08,2010-03-08,2013-03-08,2011-03-08,2011-03-08,2012-09-08,2012-09-08,2012-05-08,2012-05-08,2012-06-08,2012-06-08,2010-06-08,2010-06-08,2011-04-08,2011-04-08,2010-03-08,2010-03-08,2013-03-08,2013-03-08,-0.0316666666666667,0.279,16.8679360703143,-0.463611111111111,0.184138888888889,15.9321714137338
"8",8,3,10.0696974703069,-19.1138752590556,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,159.796875,-821.8125,2011-04-23,2011,2013-02-13,"2013","2013/02","02","fin","Subpolar North Atlantic",2013,-19.1138752590556,-0.006,-0.292,-0.297,-19.411,2013-02-13,"13/02/2013","02","2013","F13065",43,8,2011-02-13,2012-08-13,2012-04-13,2012-05-13,2010-05-13,2011-03-13,2010-02-13,2013-02-13,2011-02-13,2011-02-13,2012-08-13,2012-08-13,2012-04-13,2012-04-13,2012-05-13,2012-05-13,2010-05-13,2010-05-13,2011-03-13,2011-03-13,2010-02-13,2010-02-13,2013-02-13,2013-02-13,0.00555555555555556,0.143,16.8829679039076,-0.4425,0.18775,16.0288514290205
"9",9,4,10.1352230187764,-19.1595886877893,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,182.625,-798.984375,2011-05-16,2011,2013-01-21,"2013","2013/01","01","fin","Subpolar North Atlantic",2013,-19.1595886877893,-0.006,-0.292,-0.297,-19.457,2013-01-21,"21/01/2013","01","2013","F13065",20,9,2011-01-21,2012-07-21,2012-03-21,2012-04-21,2010-04-21,2011-02-21,2010-01-21,2013-01-21,2011-01-21,2011-01-21,2012-07-21,2012-07-21,2012-03-21,2012-03-21,2012-04-21,2012-04-21,2010-04-21,2010-04-21,2011-02-21,2011-02-21,2010-01-21,2010-01-21,2013-01-21,2013-01-21,0.102222222222222,0.059,16.9328040666488,-0.490555555555556,0.1895,15.8264701749754
"10",10,5,10.1241340798046,-18.9879093665449,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,205.453125,-776.15625,2011-06-07,2011,2012-12-29,"2012","2012/12","12","fin","Subpolar North Atlantic",2012,-18.9879093665449,-0.01,-0.32,-0.329,-19.317,2012-12-29,"29/12/2012","12","2012","F13065",363,10,2010-12-29,2012-06-29,2012-02-29,2012-03-29,2010-03-29,2011-01-29,2009-12-29,2012-12-29,2010-12-29,2010-12-29,2012-06-29,2012-06-29,2012-02-29,2012-02-29,2012-03-29,2012-03-29,2010-03-29,2010-03-29,2011-01-29,2011-01-29,2009-12-29,2009-12-29,2012-12-29,2012-12-29,0.0888888888888889,0.005,16.7651639817924,-0.5375,0.187055555555556,15.6824821873583
"11",11,6,10.2370396402445,-18.9919727824324,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,228.28125,-753.328125,2011-06-30,2011,2012-12-06,"2012","2012/12","12","fin","Subpolar North Atlantic",2012,-18.9919727824324,-0.01,-0.32,-0.329,-19.321,2012-12-06,"06/12/2012","12","2012","F13065",340,11,2010-12-06,2012-06-06,2012-02-06,2012-03-06,2010-03-06,2011-01-06,2009-12-06,2012-12-06,2010-12-06,2010-12-06,2012-06-06,2012-06-06,2012-02-06,2012-02-06,2012-03-06,2012-03-06,2010-03-06,2010-03-06,2011-01-06,2011-01-06,2009-12-06,2009-12-06,2012-12-06,2012-12-06,0.0888888888888889,0.005,16.7651639817924,-0.5375,0.187055555555556,15.6824821873583
"12",12,7,10.0011476657541,-19.0884789097591,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,251.109375,-730.5,2011-07-23,2011,2012-11-13,"2012","2012/11","11","fin","Subpolar North Atlantic",2012,-19.0884789097591,-0.01,-0.32,-0.329,-19.418,2012-11-13,"13/11/2012","11","2012","F13065",317,12,2010-11-13,2012-05-13,2012-01-13,2012-02-13,2010-02-13,2010-12-13,2009-11-13,2012-11-13,2010-11-13,2010-11-13,2012-05-13,2012-05-13,2012-01-13,2012-01-13,2012-02-13,2012-02-13,2010-02-13,2010-02-13,2010-12-13,2010-12-13,2009-11-13,2009-11-13,2012-11-13,2012-11-13,0.113888888888889,-0.017,16.2688619400442,-0.591666666666667,0.185444444444444,15.4463040929418
"13",13,8,10.042479165558,-19.0681618303219,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,273.9375,-707.671875,2011-08-15,2011,2012-10-22,"2012","2012/10","10","fin","Subpolar North Atlantic",2012,-19.0681618303219,-0.01,-0.32,-0.329,-19.398,2012-10-22,"22/10/2012","10","2012","F13065",295,13,2010-10-22,2012-04-22,2011-12-22,2012-01-22,2010-01-22,2010-11-22,2009-10-22,2012-10-22,2010-10-22,2010-10-22,2012-04-22,2012-04-22,2011-12-22,2011-12-22,2012-01-22,2012-01-22,2010-01-22,2010-01-22,2010-11-22,2010-11-22,2009-10-22,2009-10-22,2012-10-22,2012-10-22,0.0555555555555555,-0.086,16.2477933340853,-0.575555555555556,0.182805555555556,15.3761075933407
"14",14,9,10.0465115070023,-19.0478447508847,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,296.765625,-684.84375,2011-09-07,2011,2012-09-29,"2012","2012/09","09","fin","Subpolar North Atlantic",2012,-19.0478447508847,-0.01,-0.32,-0.329,-19.377,2012-09-29,"29/09/2012","09","2012","F13065",272,14,2010-09-29,2012-03-29,2011-11-29,2011-12-29,2009-12-29,2010-10-29,2009-09-29,2012-09-29,2010-09-29,2010-09-29,2012-03-29,2012-03-29,2011-11-29,2011-11-29,2011-12-29,2011-12-29,2009-12-29,2009-12-29,2010-10-29,2010-10-29,2009-09-29,2009-09-29,2012-09-29,2012-09-29,0.00722222222222215,-0.066,15.4340244229819,-0.544444444444445,0.17825,15.3066836926488
"15",15,10,9.65537438690714,-19.0823837859279,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,319.59375,-662.015625,2011-09-29,2011,2012-09-06,"2012","2012/09","09","fin","Subpolar North Atlantic",2012,-19.0823837859279,-0.01,-0.32,-0.329,-19.412,2012-09-06,"06/09/2012","09","2012","F13065",249,15,2010-09-06,2012-03-06,2011-11-06,2011-12-06,2009-12-06,2010-10-06,2009-09-06,2012-09-06,2010-09-06,2010-09-06,2012-03-06,2012-03-06,2011-11-06,2011-11-06,2011-12-06,2011-12-06,2009-12-06,2009-12-06,2010-10-06,2010-10-06,2009-09-06,2009-09-06,2012-09-06,2012-09-06,0.00722222222222215,-0.066,15.4340244229819,-0.544444444444445,0.17825,15.3066836926488
"16",16,11,9.07471721893086,-19.3851082695423,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,342.421875,-639.1875,2011-10-22,2011,2012-08-14,"2012","2012/08","08","fin","Subpolar North Atlantic",2012,-19.3851082695423,-0.01,-0.32,-0.329,-19.715,2012-08-14,"14/08/2012","08","2012","F13065",226,16,2010-08-14,2012-02-14,2011-10-14,2011-11-14,2009-11-14,2010-09-14,2009-08-14,2012-08-14,2010-08-14,2010-08-14,2012-02-14,2012-02-14,2011-10-14,2011-10-14,2011-11-14,2011-11-14,2009-11-14,2009-11-14,2010-09-14,2010-09-14,2009-08-14,2009-08-14,2012-08-14,2012-08-14,-0.0788888888888889,-0.092,14.2972881516618,-0.4875,0.167416666666667,15.2031701637
"17",17,12,8.50111664848207,-19.5415497812088,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,365.25,-616.359375,2011-11-14,2011,2012-07-22,"2012","2012/07","07","fin","Subpolar North Atlantic",2012,-19.5415497812088,-0.01,-0.32,-0.329,-19.871,2012-07-22,"22/07/2012","07","2012","F13065",203,17,2010-07-22,2012-01-22,2011-09-22,2011-10-22,2009-10-22,2010-08-22,2009-07-22,2012-07-22,2010-07-22,2010-07-22,2012-01-22,2012-01-22,2011-09-22,2011-09-22,2011-10-22,2011-10-22,2009-10-22,2009-10-22,2010-08-22,2010-08-22,2009-07-22,2009-07-22,2012-07-22,2012-07-22,-0.174444444444445,0.042,13.4728205052169,-0.459166666666667,0.159694444444444,15.232471781854
"18",18,13,8.32772596637805,-19.6868168991848,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,388.078125,-593.53125,2011-12-07,2011,2012-06-29,"2012","2012/06","06","fin","Subpolar North Atlantic",2012,-19.6868168991848,-0.01,-0.32,-0.329,-20.016,2012-06-29,"29/06/2012","06","2012","F13065",180,18,2010-06-29,2011-12-29,2011-08-29,2011-09-29,2009-09-29,2010-07-29,2009-06-29,2012-06-29,2010-06-29,2010-06-29,2011-12-29,2011-12-29,2011-08-29,2011-08-29,2011-09-29,2011-09-29,2009-09-29,2009-09-29,2010-07-29,2010-07-29,2009-06-29,2009-06-29,2012-06-29,2012-06-29,-0.243888888888889,0.123,12.933897612171,-0.481944444444445,0.155638888888889,15.2199130552845
"19",19,14,8.05151057744489,-19.6817376293255,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,410.90625,-570.703125,2011-12-30,2011,2012-06-07,"2012","2012/06","06","fin","Subpolar North Atlantic",2012,-19.6817376293255,-0.01,-0.32,-0.329,-20.011,2012-06-07,"07/06/2012","06","2012","F13065",158,19,2010-06-07,2011-12-07,2011-08-07,2011-09-07,2009-09-07,2010-07-07,2009-06-07,2012-06-07,2010-06-07,2010-06-07,2011-12-07,2011-12-07,2011-08-07,2011-08-07,2011-09-07,2011-09-07,2009-09-07,2009-09-07,2010-07-07,2010-07-07,2009-06-07,2009-06-07,2012-06-07,2012-06-07,-0.243888888888889,0.123,12.933897612171,-0.481944444444445,0.155638888888889,15.2199130552845
"20",20,15,8.19566678407789,-19.7894181503427,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,433.734375,-547.875,2012-01-22,2012,2012-05-15,"2012","2012/05","05","fin","Subpolar North Atlantic",2012,-19.7894181503427,-0.01,-0.32,-0.329,-20.119,2012-05-15,"15/05/2012","05","2012","F13065",135,20,2010-05-15,2011-11-15,2011-07-15,2011-08-15,2009-08-15,2010-06-15,2009-05-15,2012-05-15,2010-05-15,2010-05-15,2011-11-15,2011-11-15,2011-07-15,2011-07-15,2011-08-15,2011-08-15,2009-08-15,2009-08-15,2010-06-15,2010-06-15,2009-05-15,2009-05-15,2012-05-15,2012-05-15,-0.397777777777778,0.126,12.1535597756073,-0.444722222222222,0.150694444444444,15.3285613045193
"21",21,16,8.3025238323513,-19.6827534832973,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,456.5625,-525.046875,2012-02-13,2012,2012-04-22,"2012","2012/04","04","fin","Subpolar North Atlantic",2012,-19.6827534832973,-0.01,-0.32,-0.329,-20.012,2012-04-22,"22/04/2012","04","2012","F13065",112,21,2010-04-22,2011-10-22,2011-06-22,2011-07-22,2009-07-22,2010-05-22,2009-04-22,2012-04-22,2010-04-22,2010-04-22,2011-10-22,2011-10-22,2011-06-22,2011-06-22,2011-07-22,2011-07-22,2009-07-22,2009-07-22,2010-05-22,2010-05-22,2009-04-22,2009-04-22,2012-04-22,2012-04-22,-0.543888888888889,0.071,12.0065818487107,-0.378055555555556,0.144444444444444,15.4488657033159
"22",22,17,8.54144006292487,-19.4226948665011,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,479.390625,-502.21875,2012-03-07,2012,2012-03-30,"2012","2012/03","03","fin","Subpolar North Atlantic",2012,-19.4226948665011,-0.01,-0.32,-0.329,-19.752,2012-03-30,"30/03/2012","03","2012","F13065",89,22,2010-03-30,2011-09-30,2011-05-30,2011-06-30,2009-06-30,2010-04-30,2009-03-30,2012-03-30,2010-03-30,2010-03-30,2011-09-30,2011-09-30,2011-05-30,2011-05-30,2011-06-30,2011-06-30,2009-06-30,2009-06-30,2010-04-30,2010-04-30,2009-03-30,2009-03-30,2012-03-30,2012-03-30,-0.647777777777778,0.157,12.0404143102049,-0.398333333333333,0.138611111111111,15.4890004983556
"23",23,18,8.79144523247021,-19.2794594564688,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,502.21875,-479.390625,2012-03-30,2012,2012-03-07,"2012","2012/03","03","fin","Subpolar North Atlantic",2012,-19.2794594564688,-0.01,-0.32,-0.329,-19.609,2012-03-07,"07/03/2012","03","2012","F13065",66,23,2010-03-07,2011-09-07,2011-05-07,2011-06-07,2009-06-07,2010-04-07,2009-03-07,2012-03-07,2010-03-07,2010-03-07,2011-09-07,2011-09-07,2011-05-07,2011-05-07,2011-06-07,2011-06-07,2009-06-07,2009-06-07,2010-04-07,2010-04-07,2009-03-07,2009-03-07,2012-03-07,2012-03-07,-0.647777777777778,0.157,12.0404143102049,-0.398333333333333,0.138611111111111,15.4890004983556
"24",24,19,9.05253934098732,-19.0244801095319,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,525.046875,-456.5625,2012-04-22,2012,2012-02-13,"2012","2012/02","02","fin","Subpolar North Atlantic",2012,-19.0244801095319,-0.01,-0.32,-0.329,-19.354,2012-02-13,"13/02/2012","02","2012","F13065",43,24,2010-02-13,2011-08-13,2011-04-13,2011-05-13,2009-05-13,2010-03-13,2009-02-13,2012-02-13,2010-02-13,2010-02-13,2011-08-13,2011-08-13,2011-04-13,2011-04-13,2011-05-13,2011-05-13,2009-05-13,2009-05-13,2010-03-13,2010-03-13,2009-02-13,2009-02-13,2012-02-13,2012-02-13,-0.758888888888889,0.131,12.0218057139264,-0.418888888888889,0.133472222222222,15.4203540077153
"25",25,20,9.41746624169464,-18.8609276200624,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,547.875,-433.734375,2012-05-15,2012,2012-01-22,"2012","2012/01","01","fin","Subpolar North Atlantic",2012,-18.8609276200624,-0.01,-0.32,-0.329,-19.19,2012-01-22,"22/01/2012","01","2012","F13065",21,25,2010-01-22,2011-07-22,2011-03-22,2011-04-22,2009-04-22,2010-02-22,2009-01-22,2012-01-22,2010-01-22,2010-01-22,2011-07-22,2011-07-22,2011-03-22,2011-03-22,2011-04-22,2011-04-22,2009-04-22,2009-04-22,2010-02-22,2010-02-22,2009-01-22,2009-01-22,2012-01-22,2012-01-22,-0.805555555555556,0.071,12.7457587624727,-0.430277777777778,0.128805555555556,15.4296455068244
"26",26,21,9.45678157077636,-18.6841690289587,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,570.703125,-410.90625,2012-06-07,2012,2011-12-30,"2011","2011/12","12","fin","Subpolar North Atlantic",2011,-18.6841690289587,-0.008,-0.347,-0.355,-19.039,2011-12-30,"30/12/2011","12","2011","F13065",363,26,2009-12-30,2011-06-30,2011-02-28,2011-03-30,2009-03-30,2010-01-30,2008-12-30,2011-12-30,2009-12-30,2009-12-30,2011-06-30,2011-06-30,2011-02-28,2011-02-28,2011-03-30,2011-03-30,2009-03-30,2009-03-30,2010-01-30,2010-01-30,2008-12-30,2008-12-30,2011-12-30,2011-12-30,-0.823333333333333,0.034,13.4849468432238,-0.468611111111111,0.129,15.5010835776608
"27",27,22,9.70376248423849,-18.7532470990452,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,593.53125,-388.078125,2012-06-29,2012,2011-12-07,"2011","2011/12","12","fin","Subpolar North Atlantic",2011,-18.7532470990452,-0.008,-0.347,-0.355,-19.108,2011-12-07,"07/12/2011","12","2011","F13065",340,27,2009-12-07,2011-06-07,2011-02-07,2011-03-07,2009-03-07,2010-01-07,2008-12-07,2011-12-07,2009-12-07,2009-12-07,2011-06-07,2011-06-07,2011-02-07,2011-02-07,2011-03-07,2011-03-07,2009-03-07,2009-03-07,2010-01-07,2010-01-07,2008-12-07,2008-12-07,2011-12-07,2011-12-07,-0.823333333333333,0.034,13.4849468432238,-0.468611111111111,0.129,15.5010835776608
"28",28,23,9.42351475386105,-18.5988372953224,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,616.359375,-365.25,2012-07-22,2012,2011-11-14,"2011","2011/11","11","fin","Subpolar North Atlantic",2011,-18.5988372953224,-0.008,-0.347,-0.355,-18.954,2011-11-14,"14/11/2011","11","2011","F13065",317,28,2009-11-14,2011-05-14,2011-01-14,2011-02-14,2009-02-14,2009-12-14,2008-11-14,2011-11-14,2009-11-14,2009-11-14,2011-05-14,2011-05-14,2011-01-14,2011-01-14,2011-02-14,2011-02-14,2009-02-14,2009-02-14,2009-12-14,2009-12-14,2008-11-14,2008-11-14,2011-11-14,2011-11-14,-0.873333333333333,0.087,14.2319853418713,-0.540833333333333,0.130777777777778,15.5576661752452
"29",29,24,9.40637730272287,-18.449506761459,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,639.1875,-342.421875,2012-08-14,2012,2011-10-22,"2011","2011/10","10","fin","Subpolar North Atlantic",2011,-18.449506761459,-0.008,-0.347,-0.355,-18.804,2011-10-22,"22/10/2011","10","2011","F13065",294,29,2009-10-22,2011-04-22,2010-12-22,2011-01-22,2009-01-22,2009-11-22,2008-10-22,2011-10-22,2009-10-22,2009-10-22,2011-04-22,2011-04-22,2010-12-22,2010-12-22,2011-01-22,2011-01-22,2009-01-22,2009-01-22,2009-11-22,2009-11-22,2008-10-22,2008-10-22,2011-10-22,2011-10-22,-0.881666666666667,0.123,14.9013710477344,-0.59,0.132805555555556,15.6049885569844
"30",30,25,9.23502854189382,-19.0317203248982,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,662.015625,-319.59375,2012-09-06,2012,2011-09-29,"2011","2011/09","09","fin","Subpolar North Atlantic",2011,-19.0317203248982,-0.008,-0.347,-0.355,-19.386,2011-09-29,"29/09/2011","09","2011","F13065",271,30,2009-09-29,2011-03-29,2010-11-29,2010-12-29,2008-12-29,2009-10-29,2008-09-29,2011-09-29,2009-09-29,2009-09-29,2011-03-29,2011-03-29,2010-11-29,2010-11-29,2010-12-29,2010-12-29,2008-12-29,2008-12-29,2009-10-29,2009-10-29,2008-09-29,2008-09-29,2011-09-29,2011-09-29,-1.05722222222222,0.187,15.3362450368008,-0.603055555555556,0.133916666666667,15.6526554753468
"31",31,26,8.94954634115193,-19.4774975414892,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,684.84375,-296.765625,2012-09-29,2012,2011-09-07,"2011","2011/09","09","fin","Subpolar North Atlantic",2011,-19.4774975414892,-0.008,-0.347,-0.355,-19.832,2011-09-07,"07/09/2011","09","2011","F13065",249,31,2009-09-07,2011-03-07,2010-11-07,2010-12-07,2008-12-07,2009-10-07,2008-09-07,2011-09-07,2009-09-07,2009-09-07,2011-03-07,2011-03-07,2010-11-07,2010-11-07,2010-12-07,2010-12-07,2008-12-07,2008-12-07,2009-10-07,2009-10-07,2008-09-07,2008-09-07,2011-09-07,2011-09-07,-1.05722222222222,0.187,15.3362450368008,-0.603055555555556,0.133916666666667,15.6526554753468
"32",32,27,8.94217226216598,-19.201685610676,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,707.671875,-273.9375,2012-10-22,2012,2011-08-15,"2011","2011/08","08","fin","Subpolar North Atlantic",2011,-19.201685610676,-0.008,-0.347,-0.355,-19.556,2011-08-15,"15/08/2011","08","2011","F13065",226,32,2009-08-15,2011-02-15,2010-10-15,2010-11-15,2008-11-15,2009-09-15,2008-08-15,2011-08-15,2009-08-15,2009-08-15,2011-02-15,2011-02-15,2010-10-15,2010-10-15,2010-11-15,2010-11-15,2008-11-15,2008-11-15,2009-09-15,2009-09-15,2008-08-15,2008-08-15,2011-08-15,2011-08-15,-0.980555555555556,0.215,16.1635063361875,-0.59,0.135444444444444,15.5382002838946
"33",33,28,8.85052299476914,-19.1538510691697,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,730.5,-251.109375,2012-11-13,2012,2011-07-23,"2011","2011/07","07","fin","Subpolar North Atlantic",2011,-19.1538510691697,-0.008,-0.347,-0.355,-19.509,2011-07-23,"23/07/2011","07","2011","F13065",203,33,2009-07-23,2011-01-23,2010-09-23,2010-10-23,2008-10-23,2009-08-23,2008-07-23,2011-07-23,2009-07-23,2009-07-23,2011-01-23,2011-01-23,2010-09-23,2010-09-23,2010-10-23,2010-10-23,2008-10-23,2008-10-23,2009-08-23,2009-08-23,2008-07-23,2008-07-23,2011-07-23,2011-07-23,-1.02055555555556,0.303,16.907219538517,-0.583611111111111,0.13625,15.4891342076336
"34",34,29,8.58400271141971,-19.8866355347987,"A","F13065","female","immature",NA,NA,1717,NA,2013-07-23,NA,NA,"NA",2013,753.328125,-228.28125,2012-12-06,2012,2011-06-30,"2011","2011/06","06","fin","Subpolar North Atlantic",2011,-19.8866355347987,-0.008,-0.347,-0.355,-20.241,2011-06-30,"30/06/2011","06","2011","F13065",180,34,2009-06-30,2010-12-30,2010-08-30,2010-09-30,2008-09-30,2009-07-30,2008-06-30,2011-06-30,2009-06-30,2009-06-30,2010-12-30,2010-12-30,2010-08-30,2010-08-30,2010-09-30,2010-09-30,2008-09-30,2008-09-30,2009-07-30,2009-07-30,2008-06-30,2008-06-30,2011-06-30,2011-06-30,-1.05277777777778,0.428,17.2803696505611,-0.576944444444444,0.139444444444444,15.519444189541
